Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Income Less than 20K (percent),Income 20K to 35K (percent),Income 35K to 50K (percent),Income 50K to 75K (percent),Income 75K to 100K (percent),Income 100K to 125K (percent),Income 125K to 150K (percent),Income 150K to 200K (percent),Income More than 200K (percent),No High School Diploma (percent),High School Diploma (percent),Some College (percent),Bachelor's Degree (percent),Graduate Degree (percent),White (percent),Black (percent),Indian (percent),Asian (percent),Islander (percent),Other Race (percent),Multiple Races (percent),Hispanic (percent),With Kids (percent),With No Kids (percent),With Kids under 6 years (percent),With Kids between 6-17 years (percent),Purpose HBW (percent),Purpose HBO (percent),Purpose NHB (percent)
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,0: All Days (M-Su),18: 5pm (5pm-6pm),155,0.132,0.123,0.114,0.179,0.131,0.101,0.063,0.071,0.086,0.087,0.263,0.250,0.230,0.170,0.856,0.038,0.004,0.064,0.001,0.018,0.019,0.054,0.332,0.668,0.129,0.262,0.000,0.164,0.836
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,0: All Days (M-Su),19: 6pm (6pm-7pm),142,0.136,0.120,0.114,0.167,0.133,0.093,0.069,0.076,0.092,0.080,0.251,0.242,0.246,0.181,0.839,0.041,0.003,0.074,0.000,0.022,0.021,0.075,0.337,0.663,0.135,0.265,0.000,0.157,0.843
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,0: All Days (M-Su),20: 7pm (7pm-8pm),126,0.123,0.122,0.108,0.158,0.136,0.105,0.070,0.081,0.097,0.083,0.247,0.237,0.246,0.187,0.837,0.038,0.003,0.081,0.000,0.021,0.020,0.067,0.338,0.662,0.130,0.268,0.004,0.284,0.712
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,0: All Days (M-Su),21: 8pm (8pm-9pm),154,0.130,0.118,0.110,0.177,0.136,0.099,0.068,0.070,0.092,0.079,0.267,0.248,0.233,0.173,0.879,0.038,0.004,0.045,0.000,0.018,0.016,0.047,0.345,0.655,0.139,0.271,0.003,0.372,0.625
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,0: All Days (M-Su),22: 9pm (9pm-10pm),31,0.129,0.118,0.111,0.164,0.131,0.096,0.057,0.087,0.107,0.070,0.250,0.239,0.245,0.196,0.880,0.028,0.003,0.063,0.001,0.011,0.014,0.050,0.340,0.660,0.137,0.257,0.000,0.442,0.558
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,0: All Days (M-Su),23: 10pm (10pm-11pm),28,0.144,0.127,0.105,0.153,0.118,0.101,0.068,0.087,0.097,0.086,0.239,0.227,0.254,0.194,0.760,0.109,0.003,0.074,0.001,0.031,0.022,0.081,0.303,0.697,0.119,0.241,0.000,0.499,0.501
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,0: All Days (M-Su),24: 11pm (11pm-12am),12,0.137,0.123,0.129,0.172,0.145,0.078,0.073,0.081,0.062,0.097,0.247,0.253,0.248,0.155,0.752,0.068,0.028,0.071,0.000,0.052,0.029,0.165,0.317,0.683,0.120,0.249,0.000,0.494,0.506
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,1: Monday (M-M),00: All Day (12am-12am),2204,0.133,0.123,0.113,0.175,0.135,0.098,0.063,0.073,0.087,0.086,0.261,0.247,0.237,0.169,0.858,0.043,0.004,0.059,0.000,0.018,0.018,0.058,0.328,0.672,0.128,0.260,0.000,0.183,0.817
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,1: Monday (M-M),01: 12am (12am-1am),5,0.099,0.080,0.046,0.158,0.175,0.036,0.114,0.104,0.188,0.007,0.302,0.355,0.179,0.157,0.994,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.447,0.553,0.000,0.447,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,1: Monday (M-M),06: 5am (5am-6am),94,0.142,0.126,0.117,0.168,0.126,0.101,0.053,0.068,0.099,0.068,0.237,0.241,0.261,0.193,0.810,0.061,0.003,0.068,0.000,0.030,0.028,0.092,0.308,0.692,0.125,0.244,0.000,0.184,0.816
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,1: Monday (M-M),07: 6am (6am-7am),191,0.120,0.131,0.102,0.178,0.130,0.101,0.069,0.087,0.082,0.068,0.268,0.236,0.259,0.169,0.842,0.029,0.002,0.094,0.001,0.011,0.021,0.052,0.309,0.691,0.115,0.251,0.000,0.185,0.815
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,1: Monday (M-M),08: 7am (7am-8am),32,0.153,0.135,0.146,0.202,0.131,0.066,0.056,0.059,0.052,0.116,0.343,0.246,0.186,0.109,0.871,0.030,0.001,0.052,0.000,0.025,0.021,0.061,0.321,0.679,0.125,0.259,0.000,0.249,0.751
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,1: Monday (M-M),09: 8am (8am-9am),23,0.120,0.161,0.142,0.125,0.164,0.105,0.054,0.065,0.064,0.097,0.265,0.234,0.265,0.139,0.763,0.019,0.003,0.178,0.000,0.020,0.017,0.069,0.369,0.631,0.146,0.296,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,1: Monday (M-M),10: 9am (9am-10am),51,0.134,0.123,0.119,0.171,0.142,0.109,0.063,0.053,0.086,0.077,0.186,0.226,0.285,0.226,0.883,0.021,0.003,0.063,0.000,0.014,0.016,0.054,0.213,0.787,0.083,0.163,0.000,0.042,0.958
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,1: Monday (M-M),11: 10am (10am-11am),60,0.107,0.114,0.101,0.179,0.138,0.092,0.085,0.077,0.107,0.076,0.266,0.233,0.244,0.181,0.910,0.025,0.001,0.051,0.000,0.003,0.010,0.027,0.400,0.600,0.179,0.339,0.000,0.040,0.960
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,1: Monday (M-M),12: 11am (11am-12noon),99,0.136,0.124,0.103,0.171,0.125,0.094,0.068,0.079,0.100,0.081,0.250,0.255,0.230,0.184,0.886,0.037,0.002,0.051,0.000,0.008,0.016,0.032,0.303,0.697,0.120,0.233,0.000,0.204,0.796
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,1: Monday (M-M),13: 12pm (12noon-1pm),209,0.125,0.120,0.119,0.175,0.127,0.113,0.064,0.082,0.075,0.081,0.268,0.261,0.236,0.154,0.879,0.042,0.003,0.043,0.000,0.013,0.020,0.048,0.330,0.670,0.124,0.264,0.000,0.087,0.913
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,1: Monday (M-M),14: 1pm (1pm-2pm),189,0.146,0.140,0.117,0.186,0.154,0.078,0.056,0.062,0.061,0.106,0.288,0.246,0.219,0.141,0.830,0.045,0.005,0.073,0.000,0.029,0.018,0.076,0.354,0.646,0.148,0.280,0.000,0.100,0.900
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,1: Monday (M-M),15: 2pm (2pm-3pm),195,0.125,0.135,0.122,0.184,0.145,0.098,0.060,0.074,0.057,0.102,0.281,0.262,0.197,0.158,0.880,0.037,0.004,0.044,0.000,0.018,0.017,0.051,0.325,0.675,0.141,0.246,0.000,0.040,0.960
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,1: Monday (M-M),16: 3pm (3pm-4pm),287,0.140,0.126,0.115,0.184,0.143,0.100,0.057,0.063,0.072,0.093,0.276,0.251,0.235,0.145,0.852,0.048,0.004,0.054,0.000,0.024,0.018,0.065,0.306,0.694,0.125,0.235,0.000,0.132,0.868
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,1: Monday (M-M),17: 4pm (4pm-5pm),151,0.112,0.105,0.113,0.174,0.140,0.108,0.071,0.077,0.100,0.092,0.247,0.248,0.234,0.179,0.873,0.034,0.003,0.044,0.000,0.025,0.021,0.066,0.354,0.646,0.127,0.280,0.000,0.242,0.758
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,1: Monday (M-M),18: 5pm (5pm-6pm),146,0.158,0.114,0.095,0.166,0.121,0.095,0.067,0.072,0.112,0.082,0.258,0.244,0.247,0.169,0.840,0.056,0.007,0.071,0.000,0.010,0.016,0.047,0.324,0.676,0.117,0.264,0.000,0.267,0.733
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,1: Monday (M-M),19: 6pm (6pm-7pm),123,0.127,0.116,0.111,0.166,0.120,0.091,0.064,0.075,0.130,0.086,0.226,0.248,0.256,0.184,0.836,0.066,0.002,0.061,0.000,0.016,0.019,0.067,0.360,0.640,0.129,0.289,0.000,0.154,0.846
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,1: Monday (M-M),20: 7pm (7pm-8pm),126,0.113,0.112,0.112,0.162,0.135,0.104,0.068,0.084,0.110,0.070,0.246,0.223,0.258,0.203,0.876,0.025,0.002,0.064,0.000,0.017,0.016,0.058,0.308,0.692,0.116,0.242,0.000,0.358,0.642
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,1: Monday (M-M),21: 8pm (8pm-9pm),168,0.140,0.120,0.113,0.165,0.136,0.097,0.060,0.063,0.106,0.067,0.266,0.247,0.235,0.185,0.905,0.028,0.002,0.041,0.000,0.010,0.014,0.028,0.344,0.656,0.132,0.276,0.000,0.332,0.668
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,1: Monday (M-M),22: 9pm (9pm-10pm),20,0.216,0.103,0.065,0.166,0.090,0.085,0.074,0.107,0.094,0.103,0.232,0.266,0.225,0.174,0.833,0.059,0.007,0.078,0.000,0.007,0.016,0.021,0.330,0.670,0.139,0.253,0.000,0.464,0.536
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,1: Monday (M-M),23: 10pm (10pm-11pm),25,0.104,0.111,0.123,0.200,0.113,0.111,0.078,0.091,0.069,0.143,0.234,0.245,0.212,0.166,0.668,0.193,0.006,0.054,0.000,0.053,0.026,0.149,0.397,0.603,0.163,0.317,0.000,0.478,0.522
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,1: Monday (M-M),24: 11pm (11pm-12am),12,0.310,0.111,0.118,0.165,0.087,0.075,0.036,0.038,0.060,0.117,0.300,0.315,0.168,0.100,0.662,0.047,0.213,0.008,0.000,0.042,0.028,0.109,0.336,0.664,0.112,0.277,0.000,0.627,0.373
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),00: All Day (12am-12am),2566,0.123,0.121,0.115,0.166,0.130,0.100,0.063,0.080,0.102,0.083,0.258,0.245,0.240,0.174,0.870,0.036,0.003,0.057,0.000,0.017,0.017,0.055,0.337,0.663,0.126,0.272,0.001,0.174,0.825
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),01: 12am (12am-1am),2,0.125,0.068,0.060,0.122,0.119,0.161,0.078,0.124,0.143,0.058,0.162,0.125,0.229,0.426,0.794,0.019,0.004,0.092,0.000,0.060,0.031,0.066,0.333,0.667,0.116,0.261,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),02: 1am (1am-2am),2,0.044,0.044,0.071,0.073,0.131,0.078,0.057,0.163,0.339,0.039,0.128,0.149,0.438,0.246,0.888,0.042,0.000,0.045,0.000,0.025,0.000,0.009,0.615,0.385,0.195,0.584,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),05: 4am (4am-5am),11,0.110,0.077,0.101,0.156,0.129,0.102,0.049,0.151,0.125,0.059,0.163,0.213,0.322,0.243,0.947,0.005,0.002,0.023,0.000,0.014,0.009,0.033,0.232,0.768,0.073,0.194,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),06: 5am (5am-6am),152,0.117,0.116,0.114,0.177,0.130,0.099,0.061,0.088,0.098,0.074,0.253,0.261,0.245,0.167,0.907,0.037,0.002,0.029,0.000,0.009,0.016,0.031,0.378,0.622,0.136,0.313,0.000,0.213,0.787
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),07: 6am (6am-7am),123,0.112,0.102,0.101,0.146,0.120,0.100,0.073,0.090,0.156,0.078,0.180,0.188,0.290,0.264,0.851,0.027,0.002,0.079,0.001,0.023,0.017,0.077,0.291,0.709,0.111,0.227,0.000,0.264,0.736
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),08: 7am (7am-8am),46,0.132,0.149,0.115,0.166,0.152,0.087,0.065,0.056,0.078,0.134,0.265,0.197,0.248,0.156,0.743,0.082,0.001,0.130,0.000,0.018,0.026,0.065,0.357,0.643,0.142,0.281,0.000,0.425,0.575
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),09: 8am (8am-9am),23,0.128,0.146,0.123,0.140,0.109,0.093,0.055,0.094,0.112,0.112,0.173,0.265,0.258,0.192,0.819,0.049,0.002,0.043,0.000,0.055,0.032,0.119,0.310,0.690,0.109,0.260,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),10: 9am (9am-10am),21,0.194,0.179,0.118,0.180,0.113,0.097,0.049,0.029,0.041,0.079,0.350,0.245,0.204,0.122,0.956,0.013,0.003,0.006,0.003,0.003,0.016,0.059,0.277,0.723,0.102,0.223,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),11: 10am (10am-11am),54,0.151,0.148,0.148,0.167,0.144,0.105,0.038,0.067,0.032,0.112,0.297,0.293,0.183,0.115,0.890,0.040,0.003,0.027,0.002,0.021,0.017,0.104,0.343,0.657,0.155,0.265,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),12: 11am (11am-12noon),181,0.137,0.140,0.137,0.167,0.137,0.099,0.057,0.065,0.061,0.097,0.301,0.259,0.200,0.143,0.900,0.019,0.003,0.046,0.002,0.010,0.020,0.050,0.301,0.699,0.124,0.233,0.000,0.017,0.983
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),13: 12pm (12noon-1pm),506,0.132,0.130,0.115,0.168,0.123,0.095,0.056,0.068,0.113,0.086,0.272,0.249,0.227,0.166,0.915,0.021,0.003,0.037,0.000,0.011,0.013,0.044,0.338,0.662,0.114,0.284,0.000,0.061,0.939
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),14: 1pm (1pm-2pm),297,0.136,0.124,0.121,0.180,0.137,0.095,0.071,0.070,0.066,0.086,0.280,0.250,0.220,0.164,0.880,0.037,0.003,0.043,0.000,0.019,0.018,0.067,0.332,0.668,0.133,0.257,0.000,0.132,0.868
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),15: 2pm (2pm-3pm),220,0.137,0.119,0.112,0.168,0.120,0.088,0.053,0.075,0.128,0.080,0.257,0.250,0.236,0.177,0.859,0.030,0.005,0.070,0.000,0.019,0.017,0.049,0.336,0.664,0.122,0.272,0.000,0.113,0.887
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),16: 3pm (3pm-4pm),183,0.108,0.113,0.116,0.161,0.125,0.120,0.065,0.098,0.094,0.081,0.261,0.239,0.250,0.169,0.866,0.038,0.001,0.062,0.000,0.018,0.015,0.049,0.347,0.653,0.124,0.282,0.000,0.162,0.838
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),17: 4pm (4pm-5pm),203,0.116,0.114,0.111,0.173,0.124,0.103,0.062,0.086,0.111,0.094,0.252,0.249,0.238,0.167,0.860,0.043,0.002,0.064,0.000,0.013,0.018,0.050,0.361,0.639,0.130,0.295,0.000,0.122,0.878
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),18: 5pm (5pm-6pm),125,0.124,0.124,0.119,0.186,0.126,0.106,0.055,0.072,0.088,0.086,0.267,0.264,0.220,0.163,0.848,0.043,0.004,0.052,0.000,0.034,0.019,0.077,0.338,0.662,0.113,0.281,0.000,0.177,0.823
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),19: 6pm (6pm-7pm),85,0.091,0.109,0.112,0.154,0.129,0.094,0.067,0.104,0.140,0.065,0.254,0.240,0.242,0.199,0.860,0.036,0.000,0.085,0.000,0.006,0.013,0.028,0.361,0.639,0.141,0.282,0.000,0.252,0.748
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),20: 7pm (7pm-8pm),109,0.126,0.134,0.104,0.148,0.148,0.111,0.058,0.070,0.101,0.076,0.270,0.245,0.246,0.163,0.811,0.043,0.005,0.103,0.000,0.017,0.021,0.044,0.351,0.649,0.139,0.282,0.000,0.322,0.678
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),21: 8pm (8pm-9pm),130,0.100,0.104,0.109,0.177,0.137,0.106,0.076,0.077,0.114,0.065,0.244,0.260,0.271,0.160,0.897,0.029,0.002,0.044,0.000,0.014,0.014,0.041,0.354,0.646,0.136,0.288,0.012,0.374,0.614
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),22: 9pm (9pm-10pm),27,0.085,0.100,0.102,0.109,0.148,0.116,0.074,0.124,0.142,0.065,0.227,0.228,0.273,0.207,0.841,0.013,0.001,0.117,0.001,0.012,0.015,0.026,0.373,0.627,0.130,0.316,0.000,0.168,0.832
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),23: 10pm (10pm-11pm),59,0.120,0.120,0.089,0.124,0.134,0.105,0.077,0.105,0.126,0.067,0.222,0.230,0.273,0.208,0.831,0.089,0.001,0.041,0.000,0.020,0.018,0.040,0.284,0.716,0.103,0.224,0.000,0.540,0.460
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,2: Tuesday (Tu-Tu),24: 11pm (11pm-12am),10,0.089,0.111,0.174,0.162,0.130,0.054,0.117,0.088,0.075,0.117,0.148,0.197,0.328,0.210,0.672,0.109,0.004,0.091,0.001,0.085,0.038,0.245,0.251,0.749,0.104,0.199,0.000,0.218,0.782
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),00: All Day (12am-12am),1979,0.133,0.116,0.113,0.169,0.136,0.101,0.066,0.076,0.090,0.083,0.258,0.241,0.243,0.175,0.855,0.044,0.003,0.057,0.000,0.021,0.020,0.064,0.330,0.670,0.134,0.258,0.002,0.188,0.810
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),04: 3am (3am-4am),2,0.065,0.064,0.153,0.149,0.262,0.133,0.062,0.086,0.026,0.068,0.310,0.274,0.229,0.119,0.647,0.070,0.000,0.167,0.000,0.083,0.033,0.182,0.438,0.562,0.175,0.345,0.000,1.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),05: 4am (4am-5am),20,0.181,0.115,0.099,0.232,0.098,0.108,0.068,0.050,0.049,0.113,0.256,0.244,0.229,0.158,0.854,0.018,0.002,0.090,0.000,0.016,0.020,0.042,0.225,0.775,0.109,0.183,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),06: 5am (5am-6am),159,0.116,0.112,0.105,0.161,0.137,0.101,0.065,0.099,0.104,0.079,0.247,0.243,0.245,0.186,0.878,0.032,0.004,0.049,0.000,0.016,0.021,0.047,0.344,0.656,0.138,0.272,0.000,0.315,0.685
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),07: 6am (6am-7am),221,0.121,0.093,0.103,0.158,0.133,0.108,0.074,0.097,0.113,0.088,0.223,0.221,0.278,0.190,0.818,0.050,0.003,0.085,0.000,0.024,0.020,0.079,0.333,0.667,0.129,0.262,0.000,0.309,0.691
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),08: 7am (7am-8am),36,0.132,0.119,0.124,0.164,0.149,0.077,0.077,0.060,0.098,0.086,0.221,0.186,0.302,0.205,0.812,0.066,0.006,0.074,0.001,0.027,0.014,0.068,0.256,0.744,0.116,0.186,0.000,0.078,0.922
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),09: 8am (8am-9am),7,0.135,0.112,0.126,0.177,0.132,0.123,0.029,0.034,0.132,0.065,0.146,0.257,0.232,0.300,0.898,0.018,0.004,0.046,0.000,0.001,0.033,0.037,0.320,0.680,0.084,0.284,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),10: 9am (9am-10am),17,0.133,0.108,0.136,0.187,0.177,0.099,0.050,0.066,0.044,0.063,0.352,0.263,0.190,0.132,0.948,0.017,0.010,0.012,0.000,0.003,0.010,0.013,0.304,0.696,0.141,0.235,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),11: 10am (10am-11am),51,0.124,0.113,0.147,0.202,0.153,0.105,0.047,0.042,0.067,0.090,0.267,0.266,0.236,0.141,0.853,0.047,0.004,0.045,0.001,0.029,0.021,0.088,0.256,0.744,0.112,0.189,0.000,0.145,0.855
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),12: 11am (11am-12noon),121,0.121,0.109,0.122,0.167,0.149,0.106,0.074,0.070,0.082,0.079,0.287,0.263,0.226,0.145,0.837,0.038,0.005,0.056,0.000,0.042,0.022,0.098,0.356,0.644,0.139,0.284,0.000,0.070,0.930
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),13: 12pm (12noon-1pm),149,0.117,0.126,0.112,0.181,0.145,0.107,0.055,0.074,0.083,0.083,0.272,0.254,0.227,0.164,0.898,0.042,0.003,0.027,0.000,0.015,0.015,0.050,0.345,0.655,0.150,0.268,0.023,0.024,0.953
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),14: 1pm (1pm-2pm),166,0.127,0.126,0.118,0.163,0.136,0.103,0.062,0.069,0.096,0.080,0.257,0.246,0.243,0.174,0.855,0.040,0.003,0.055,0.000,0.021,0.026,0.058,0.331,0.669,0.137,0.253,0.000,0.060,0.940
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),15: 2pm (2pm-3pm),138,0.142,0.119,0.111,0.172,0.138,0.097,0.072,0.074,0.075,0.077,0.265,0.235,0.240,0.183,0.889,0.028,0.002,0.048,0.001,0.014,0.018,0.041,0.303,0.697,0.115,0.240,0.000,0.062,0.938
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),16: 3pm (3pm-4pm),174,0.138,0.121,0.130,0.182,0.130,0.096,0.051,0.064,0.088,0.091,0.270,0.254,0.220,0.165,0.861,0.065,0.002,0.039,0.000,0.018,0.015,0.049,0.346,0.654,0.143,0.266,0.000,0.176,0.824
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),17: 4pm (4pm-5pm),163,0.147,0.106,0.125,0.169,0.126,0.100,0.057,0.073,0.097,0.075,0.238,0.236,0.261,0.190,0.869,0.053,0.002,0.041,0.000,0.014,0.021,0.059,0.326,0.674,0.128,0.257,0.000,0.203,0.797
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),18: 5pm (5pm-6pm),114,0.116,0.117,0.098,0.164,0.138,0.104,0.069,0.082,0.112,0.073,0.257,0.235,0.240,0.195,0.881,0.032,0.005,0.053,0.001,0.011,0.017,0.049,0.296,0.704,0.118,0.235,0.000,0.122,0.878
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),19: 6pm (6pm-7pm),125,0.175,0.120,0.108,0.150,0.114,0.095,0.078,0.072,0.088,0.080,0.266,0.227,0.237,0.190,0.799,0.053,0.003,0.097,0.000,0.024,0.024,0.073,0.315,0.685,0.122,0.249,0.000,0.113,0.887
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),20: 7pm (7pm-8pm),92,0.154,0.130,0.116,0.168,0.127,0.085,0.071,0.073,0.076,0.101,0.283,0.241,0.232,0.143,0.829,0.030,0.003,0.065,0.000,0.044,0.029,0.120,0.355,0.645,0.145,0.271,0.000,0.108,0.892
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),21: 8pm (8pm-9pm),170,0.125,0.117,0.099,0.188,0.155,0.105,0.079,0.067,0.065,0.086,0.280,0.247,0.225,0.162,0.854,0.055,0.004,0.050,0.000,0.020,0.017,0.053,0.358,0.642,0.151,0.280,0.000,0.437,0.563
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),22: 9pm (9pm-10pm),26,0.120,0.126,0.119,0.176,0.136,0.090,0.065,0.079,0.089,0.069,0.249,0.262,0.245,0.175,0.886,0.014,0.002,0.072,0.000,0.016,0.010,0.045,0.362,0.638,0.151,0.281,0.000,0.406,0.594
