Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Index),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Travel Time 0-5 min (percent),Travel Time 5-10 min (percent),Travel Time 10-15 min (percent),Travel Time 15-20 min (percent),Travel Time 20-25 min (percent),Travel Time 25-30 min (percent),Travel Time 30-35 min (percent),Travel Time 35-40 min (percent),Travel Time 40-45 min (percent),Travel Time 45-50 min (percent),Travel Time 50-55 min (percent),Travel Time 55-60 min (percent),Travel Time 60+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-3 mi (percent),Trip Length 3-4 mi (percent),Trip Length 4-5 mi (percent),Trip Length 5+ mi (percent),Trip Speed 0-1 mph (percent),Trip Speed 1-2 mph (percent),Trip Speed 2-3 mph (percent),Trip Speed 3-4 mph (percent),Trip Speed 4-5 mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),17: 4pm (4pm-5pm),141,1030,1030,0.3,0.3,1,1,4.989,0.212,0.119,0.183,0.101,0.138,0.128,0.046,0.037,0.009,0.000,0.009,0.000,0.018,0.973,0.018,0.000,0.009,0.000,0.000,0.431,0.349,0.110,0.073,0.037,0.504,0.165,0.092,0.064,0.028,0.147
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),18: 5pm (5pm-6pm),94,1156,1156,0.4,0.4,1,1,5.141,0.135,0.187,0.162,0.162,0.068,0.095,0.068,0.027,0.000,0.000,0.068,0.014,0.014,0.932,0.054,0.000,0.014,0.000,0.000,0.405,0.432,0.108,0.041,0.000,0.473,0.135,0.041,0.081,0.027,0.243
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),19: 6pm (6pm-7pm),64,1096,1096,0.3,0.3,1,1,6.056,0.080,0.220,0.160,0.100,0.200,0.060,0.080,0.040,0.040,0.020,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.520,0.320,0.080,0.060,0.020,0.460,0.180,0.080,0.040,0.020,0.220
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),20: 7pm (7pm-8pm),50,1325,1325,0.4,0.4,1,1,9.040,0.175,0.025,0.100,0.200,0.175,0.075,0.075,0.050,0.025,0.050,0.025,0.000,0.025,0.950,0.025,0.000,0.025,0.000,0.000,0.475,0.350,0.125,0.000,0.050,0.300,0.200,0.125,0.075,0.075,0.225
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),21: 8pm (8pm-9pm),20,1657,1657,0.4,0.4,1,1,8.482,0.125,0.063,0.125,0.063,0.246,0.063,0.063,0.063,0.063,0.000,0.000,0.063,0.063,0.875,0.125,0.000,0.000,0.000,0.000,0.625,0.250,0.063,0.063,0.000,0.374,0.188,0.125,0.063,0.000,0.250
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),22: 9pm (9pm-10pm),8,2944,2944,0.3,0.3,1,1,7.242,0.000,0.333,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.333,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.333,0.167,0.000,0.000,0.500,0.000,0.000,0.000,0.167,0.333
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),23: 10pm (10pm-11pm),4,2147,2147,0.4,0.4,1,1,2.351,0.334,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.333,1.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.667,0.000,0.000,0.333,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,0: All Days (M-Su),24: 11pm (11pm-12am),1,1417,1417,0.1,0.1,0,0,2.903,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,1: Monday (M-M),00: All Day (12am-12am),2211,1106,1106,0.4,0.4,2,2,4.986,0.220,0.148,0.124,0.152,0.116,0.068,0.032,0.040,0.040,0.012,0.012,0.004,0.032,0.944,0.040,0.008,0.008,0.000,0.000,0.364,0.352,0.160,0.084,0.036,0.528,0.168,0.068,0.044,0.052,0.140
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,1: Monday (M-M),05: 4am (4am-5am),68,418,418,0.2,0.2,3,3,1.338,0.500,0.375,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.375,0.375,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,1: Monday (M-M),06: 5am (5am-6am),72,521,521,0.2,0.2,2,2,2.270,0.500,0.125,0.125,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.125,0.500,0.250,0.000,0.125,0.625,0.125,0.125,0.000,0.000,0.125
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,1: Monday (M-M),07: 6am (6am-7am),74,567,567,0.2,0.2,2,2,2.668,0.375,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.125,0.250,0.375,0.250,0.000,0.625,0.000,0.125,0.000,0.125,0.125
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,1: Monday (M-M),09: 8am (8am-9am),8,1637,1637,0.4,0.4,1,1,16.122,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,1: Monday (M-M),10: 9am (9am-10am),94,674,674,0.2,0.2,2,2,11.542,0.454,0.000,0.273,0.182,0.000,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.364,0.273,0.364,0.000,0.000,0.454,0.182,0.000,0.091,0.000,0.273
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,1: Monday (M-M),11: 10am (10am-11am),236,1394,1394,0.5,0.5,1,1,5.973,0.223,0.111,0.074,0.148,0.185,0.037,0.074,0.000,0.000,0.000,0.037,0.000,0.111,0.926,0.000,0.037,0.037,0.000,0.000,0.481,0.296,0.111,0.037,0.074,0.593,0.148,0.000,0.074,0.000,0.185
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,1: Monday (M-M),12: 11am (11am-12noon),293,910,910,0.4,0.4,2,2,5.426,0.333,0.152,0.121,0.152,0.091,0.000,0.030,0.000,0.061,0.000,0.000,0.030,0.030,0.939,0.061,0.000,0.000,0.000,0.000,0.212,0.394,0.212,0.121,0.061,0.605,0.152,0.061,0.000,0.030,0.152
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,1: Monday (M-M),13: 12pm (12noon-1pm),336,1388,1388,0.4,0.4,1,1,4.766,0.105,0.132,0.079,0.209,0.158,0.079,0.053,0.079,0.053,0.000,0.000,0.000,0.053,0.948,0.026,0.026,0.000,0.000,0.000,0.368,0.474,0.026,0.079,0.026,0.473,0.105,0.132,0.053,0.158,0.079
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,1: Monday (M-M),14: 1pm (1pm-2pm),142,1348,1348,0.4,0.4,1,1,2.511,0.186,0.125,0.000,0.125,0.188,0.125,0.000,0.125,0.000,0.063,0.000,0.000,0.063,0.937,0.063,0.000,0.000,0.000,0.000,0.438,0.500,0.063,0.000,0.000,0.562,0.250,0.063,0.000,0.000,0.125
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,1: Monday (M-M),15: 2pm (2pm-3pm),233,1138,1138,0.4,0.4,2,2,5.255,0.195,0.154,0.192,0.038,0.115,0.077,0.077,0.038,0.038,0.038,0.038,0.000,0.000,0.962,0.038,0.000,0.000,0.000,0.000,0.385,0.346,0.192,0.077,0.000,0.577,0.231,0.000,0.000,0.038,0.154
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,1: Monday (M-M),16: 3pm (3pm-4pm),247,919,919,0.4,0.4,2,2,3.031,0.071,0.251,0.214,0.214,0.107,0.107,0.000,0.000,0.036,0.000,0.000,0.000,0.000,0.893,0.107,0.000,0.000,0.000,0.000,0.357,0.321,0.179,0.107,0.036,0.393,0.250,0.143,0.107,0.000,0.107
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,1: Monday (M-M),17: 4pm (4pm-5pm),136,1155,1155,0.6,0.6,2,2,8.925,0.266,0.000,0.067,0.200,0.133,0.200,0.000,0.067,0.067,0.000,0.000,0.000,0.000,0.866,0.067,0.000,0.067,0.000,0.000,0.333,0.200,0.267,0.067,0.133,0.466,0.333,0.067,0.000,0.067,0.067
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,1: Monday (M-M),18: 5pm (5pm-6pm),117,1119,1119,0.3,0.3,1,1,3.665,0.154,0.230,0.231,0.077,0.000,0.077,0.000,0.154,0.000,0.000,0.077,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.385,0.462,0.077,0.077,0.000,0.461,0.000,0.000,0.231,0.154,0.154
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,1: Monday (M-M),19: 6pm (6pm-7pm),51,1068,1068,0.2,0.2,1,1,3.347,0.167,0.000,0.332,0.000,0.167,0.167,0.167,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.333,0.000,0.167,0.000,0.666,0.167,0.000,0.000,0.000,0.167
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,1: Monday (M-M),20: 7pm (7pm-8pm),61,1412,1412,0.4,0.4,1,1,7.470,0.000,0.000,0.143,0.571,0.000,0.000,0.000,0.143,0.000,0.143,0.000,0.000,0.000,0.857,0.143,0.000,0.000,0.000,0.000,0.714,0.286,0.000,0.000,0.000,0.000,0.285,0.286,0.000,0.143,0.286
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,1: Monday (M-M),21: 8pm (8pm-9pm),26,1358,1358,0.1,0.1,1,1,1.376,0.334,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,1: Monday (M-M),22: 9pm (9pm-10pm),8,4543,4543,0.1,0.1,0,0,9.271,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,1: Monday (M-M),24: 11pm (11pm-12am),9,1417,1417,0.1,0.1,0,0,2.903,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),00: All Day (12am-12am),1872,1215,1215,0.4,0.4,2,2,8.503,0.175,0.140,0.168,0.150,0.093,0.075,0.051,0.037,0.023,0.014,0.023,0.009,0.042,0.926,0.023,0.037,0.014,0.000,0.000,0.374,0.397,0.154,0.051,0.014,0.458,0.150,0.136,0.023,0.037,0.196
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),05: 4am (4am-5am),78,557,557,0.2,0.2,2,2,4.212,0.445,0.222,0.222,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.444,0.444,0.111,0.000,0.667,0.111,0.111,0.000,0.000,0.111
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),06: 5am (5am-6am),62,1305,1305,0.4,0.4,2,2,2.259,0.285,0.000,0.286,0.000,0.143,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.143,1.000,0.000,0.000,0.000,0.000,0.000,0.143,0.571,0.000,0.286,0.000,0.714,0.000,0.000,0.143,0.143,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),07: 6am (6am-7am),52,645,645,0.3,0.3,2,2,2.428,0.333,0.333,0.167,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.167,0.333,0.333,0.167,0.000,0.833,0.000,0.000,0.000,0.000,0.167
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),09: 8am (8am-9am),26,637,637,0.2,0.2,1,1,1.908,0.334,0.333,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0.333,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),10: 9am (9am-10am),62,692,692,0.2,0.2,1,1,3.209,0.000,0.571,0.286,0.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.286,0.571,0.143,0.000,0.000,0.571,0.000,0.143,0.000,0.000,0.286
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),11: 10am (10am-11am),178,1505,1505,0.5,0.5,1,1,8.145,0.050,0.150,0.150,0.200,0.100,0.100,0.100,0.000,0.000,0.000,0.050,0.050,0.050,0.900,0.050,0.050,0.000,0.000,0.000,0.450,0.500,0.000,0.050,0.000,0.400,0.150,0.000,0.000,0.150,0.300
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),12: 11am (11am-12noon),228,1133,1133,0.5,0.5,2,2,25.447,0.154,0.195,0.192,0.115,0.000,0.115,0.115,0.000,0.038,0.038,0.000,0.000,0.038,0.886,0.038,0.038,0.038,0.000,0.000,0.231,0.500,0.192,0.038,0.038,0.500,0.077,0.115,0.000,0.077,0.231
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),13: 12pm (12noon-1pm),271,1781,1781,0.7,0.7,2,2,5.390,0.161,0.032,0.161,0.129,0.097,0.032,0.065,0.065,0.000,0.065,0.032,0.032,0.129,0.775,0.032,0.161,0.032,0.000,0.000,0.516,0.226,0.161,0.032,0.000,0.387,0.226,0.129,0.032,0.000,0.226
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),14: 1pm (1pm-2pm),176,1094,1094,0.3,0.3,1,1,4.981,0.200,0.050,0.150,0.200,0.150,0.050,0.100,0.050,0.050,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.400,0.500,0.100,0.000,0.000,0.400,0.150,0.200,0.050,0.050,0.150
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),15: 2pm (2pm-3pm),193,1173,1173,0.5,0.5,2,2,6.709,0.136,0.136,0.091,0.230,0.136,0.091,0.045,0.045,0.045,0.000,0.000,0.000,0.045,0.910,0.045,0.045,0.000,0.000,0.000,0.364,0.364,0.136,0.045,0.091,0.364,0.273,0.182,0.045,0.000,0.136
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),16: 3pm (3pm-4pm),165,980,980,0.3,0.3,1,1,7.429,0.211,0.105,0.315,0.053,0.105,0.105,0.000,0.000,0.053,0.000,0.053,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.368,0.368,0.211,0.053,0.000,0.473,0.105,0.105,0.053,0.053,0.211
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),17: 4pm (4pm-5pm),138,954,954,0.2,0.2,1,1,4.276,0.188,0.125,0.125,0.311,0.063,0.125,0.000,0.063,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.375,0.125,0.000,0.000,0.311,0.188,0.313,0.000,0.000,0.188
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),18: 5pm (5pm-6pm),80,1339,1339,0.7,0.7,2,2,6.431,0.223,0.222,0.111,0.000,0.000,0.111,0.111,0.000,0.000,0.000,0.222,0.000,0.000,0.778,0.111,0.000,0.111,0.000,0.000,0.444,0.222,0.222,0.111,0.000,0.667,0.111,0.000,0.000,0.000,0.222
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),19: 6pm (6pm-7pm),62,1021,1021,0.3,0.3,1,1,14.654,0.000,0.285,0.143,0.286,0.143,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.429,0.429,0.000,0.143,0.000,0.285,0.143,0.286,0.000,0.000,0.286
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),20: 7pm (7pm-8pm),61,975,975,0.3,0.3,1,1,5.927,0.285,0.000,0.143,0.286,0.143,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.429,0.286,0.286,0.000,0.000,0.428,0.286,0.143,0.000,0.000,0.143
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),21: 8pm (8pm-9pm),25,1328,1328,0.3,0.3,1,1,23.212,0.000,0.000,0.000,0.334,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.000,0.334,0.333,0.000,0.000,0.333
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,2: Tuesday (Tu-Tu),22: 9pm (9pm-10pm),17,4438,4438,0.5,0.5,1,1,1.571,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),00: All Day (12am-12am),1709,1370,1370,0.4,0.4,1,1,5.532,0.133,0.118,0.168,0.164,0.118,0.062,0.062,0.026,0.041,0.010,0.026,0.010,0.062,0.938,0.026,0.026,0.010,0.000,0.000,0.462,0.328,0.123,0.041,0.026,0.409,0.185,0.108,0.077,0.031,0.190
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),05: 4am (4am-5am),69,696,696,0.2,0.2,2,2,6.107,0.625,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.125,0.250,0.500,0.125,0.000,0.750,0.000,0.000,0.000,0.125,0.125
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),06: 5am (5am-6am),51,1792,1792,0.3,0.3,1,1,7.149,0.000,0.000,0.333,0.167,0.000,0.000,0.000,0.000,0.333,0.000,0.167,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.667,0.167,0.000,0.167,0.000,0.332,0.167,0.167,0.167,0.000,0.167
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),07: 6am (6am-7am),27,1227,1227,0.3,0.3,1,1,1.459,0.000,0.000,0.667,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),10: 9am (9am-10am),87,938,938,0.3,0.3,1,1,9.366,0.200,0.100,0.200,0.300,0.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.400,0.400,0.100,0.000,0.100,0.300,0.200,0.100,0.200,0.000,0.200
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),11: 10am (10am-11am),132,1145,1145,0.3,0.3,1,1,5.049,0.067,0.200,0.067,0.332,0.000,0.200,0.067,0.000,0.067,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.333,0.600,0.067,0.000,0.000,0.266,0.133,0.067,0.200,0.067,0.267
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),12: 11am (11am-12noon),290,1474,1474,0.6,0.6,2,2,4.500,0.152,0.152,0.152,0.210,0.061,0.061,0.000,0.000,0.000,0.030,0.000,0.030,0.152,0.879,0.030,0.061,0.030,0.000,0.000,0.364,0.303,0.182,0.030,0.030,0.453,0.152,0.121,0.061,0.061,0.152
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),13: 12pm (12noon-1pm),258,1434,1434,0.3,0.3,1,1,4.436,0.138,0.172,0.209,0.000,0.103,0.069,0.103,0.069,0.000,0.034,0.000,0.034,0.069,0.966,0.034,0.000,0.000,0.000,0.000,0.448,0.414,0.103,0.034,0.000,0.552,0.241,0.069,0.000,0.000,0.138
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),14: 1pm (1pm-2pm),226,1465,1465,0.4,0.4,1,1,3.652,0.115,0.077,0.194,0.154,0.154,0.038,0.077,0.038,0.077,0.000,0.038,0.000,0.038,0.923,0.000,0.077,0.000,0.000,0.000,0.500,0.308,0.077,0.038,0.077,0.384,0.231,0.154,0.077,0.000,0.154
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),15: 2pm (2pm-3pm),200,1514,1514,0.4,0.4,1,1,5.148,0.174,0.043,0.087,0.174,0.261,0.087,0.000,0.000,0.087,0.000,0.000,0.000,0.087,0.957,0.000,0.043,0.000,0.000,0.000,0.565,0.261,0.130,0.043,0.000,0.478,0.174,0.087,0.000,0.000,0.261
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),16: 3pm (3pm-4pm),168,1235,1235,0.5,0.5,2,2,4.394,0.053,0.053,0.211,0.260,0.211,0.053,0.053,0.000,0.053,0.000,0.053,0.000,0.000,0.895,0.105,0.000,0.000,0.000,0.000,0.526,0.316,0.053,0.053,0.000,0.263,0.211,0.158,0.105,0.105,0.158
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),17: 4pm (4pm-5pm),55,1358,1358,0.4,0.4,1,1,6.478,0.000,0.333,0.167,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.333,0.000,0.167,0.000,0.167,0.167,0.000,0.167,0.000,0.499
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),18: 5pm (5pm-6pm),78,1368,1368,0.4,0.4,1,1,5.120,0.000,0.111,0.111,0.334,0.111,0.111,0.111,0.000,0.000,0.000,0.111,0.000,0.000,0.889,0.111,0.000,0.000,0.000,0.000,0.556,0.333,0.111,0.000,0.000,0.334,0.111,0.111,0.111,0.000,0.333
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),19: 6pm (6pm-7pm),17,1314,1314,0.3,0.3,1,1,1.966,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),20: 7pm (7pm-8pm),34,2080,2080,0.9,0.9,2,2,35.518,0.250,0.000,0.000,0.000,0.250,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.250,0.750,0.000,0.000,0.250,0.000,0.000,0.500,0.000,0.250,0.000,0.250,0.250,0.250,0.250,0.000,0.000,0.250
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),21: 8pm (8pm-9pm),8,822,822,0.1,0.1,1,1,3.983,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
Pedestrian - StL Pedestrian Index,Trip End,,Cadillac Parking and Trails,no,N/A,no,3: Wednesday (W-W),23: 10pm (10pm-11pm),8,1801,1801,0.2,0.2,0,0,4.280,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
